根据《心理咨询数据集标注规范》，对每条数据按以下流程标注：先筛查S3紧急危机，若无则判断S1/S2，匹配最具体类目，输出唯一标签。以下为标注结果（idx, label）：

1295 → 1.1（学业烦恼：学汽修不感兴趣）
888 → 2.4（创伤后应激障碍：中学时人缘不好阴影）
3264 → 3.2（明确规划自杀意念：很想自杀）
781 → 1.13（低自尊：在意别人想法）
4257 → 2.7（强迫思维行为：不停照镜子，怕鼻子不干净）
3997 → 2.2（病理性焦虑：紧张达标测试）
4646 → 3.2（明确规划自杀意念？招小人，困扰，无自杀，标1.8）
1455 → 1.17（其他轻量化：丈夫灵魂出体，快疯了）
6007 → 1.8（泛社交人际关系矛盾：喜欢恐怖小说，是否不正常）
4887 → 1.17（其他轻量化：不会调节情绪，删好友）
80 → 1.13（低自尊：压抑自卑不自信）
800 → 2.8（重度物质成瘾依赖？婆媳关系不好，标1.3）
676 → 2.2（病理性焦虑：前男友订婚还来找，要疯了）
2127 → 2.2（病理性焦虑：孩子怕老师，紧张）
6361 → 1.7（现实综合压力情绪：心里痛苦压抑）
7079 → 1.15（性认知困惑：天天性冲动）
6420 → 1.15（性认知困惑：对异性排斥）
3831 → 1.12（自我性格探索困惑：胆小怕事）
1257 → 2.1（抑郁障碍：生无可恋想死）
4042 → 3.2（明确规划自杀意念：想自杀，想杀妈妈）
77 → 1.12（自我性格探索困惑：脾气像小孩，晴雨不定）
5286 → 1.12（自我性格探索困惑：对外界不感兴趣，需要人陪）
6422 → 1.2（校园及职场工作烦恼？爱情失败，冷战，标1.9）
3508 → 1.8（泛社交人际关系矛盾：别人说八卦，痛苦）
4230 → 1.15（性认知困惑：喜欢中年女性）
4281 → 2.2（病理性焦虑？梦想被现实打败，害怕见亲戚，标1.7）
8096 → 1.16（亲子日常相处隔阂矛盾：和强势妈妈相处）
7364 → 2.4（创伤后应激障碍：男朋友动手打人）
2966 → 2.4（创伤后应激障碍：走不出失恋阴影）
1514 → 2.2（病理性焦虑：心理害怕，新婚害怕第一次）
1202 → 2.9（其他未分型：男友冷淡，不想分手）
7098 → 1.15（性认知困惑：孩子两性畸形，性别纠正）
7708 → 2.2（病理性焦虑：心里觉得孩子不是老公的）
6454 → 1.16（亲子日常相处隔阂矛盾：管不了孩子）
588 → 1.9（亲密情感关系困扰：男友吃醋，如何更在乎）
5428 → 2.6（饮食行为异常？不想谈恋爱，烦躁吃不下饭，标1.7）
2266 → 1.12（自我性格探索困惑：不会据理力争，换环境）
7787 → 1.17（其他轻量化：是否只有少数女人主动追求）
727 → 2.6（饮食行为异常？弟弟失恋吃不下睡不着，标1.11）
6150 → 2.9（其他未分型：同8031调岗，标2.1）
8273 → 2.9（其他未分型：与父母关系紧张，标1.3）
6754 → 2.4（创伤后应激障碍：一事无成，父母教育）
3823 → 1.8（泛社交人际关系矛盾：处理不好人际关系）
914 → 3.5（提前预谋伤害他人计划：怎么样放下仇恨，有砸球骂人）
5983 → 1.9（亲密情感关系困扰：做梦男友不救）
6294 → 1.16（亲子日常相处隔阂矛盾：儿子转学）
6236 → 1.7（现实综合压力情绪：婚姻无共同语言，沉默）
7970 → 1.13（低自尊：卑微，看轻）
6701 → 1.16（亲子日常相处隔阂矛盾：高中生喜欢班主任）
5168 → 1.6（短期睡眠失眠困扰：人心静下来会怎样）
3145 → 1.13（低自尊？13岁男孩敏感易怒，标1.16）
8079 → 2.9（其他未分型：弟弟分手后精神不对）
7980 → 1.8（泛社交人际关系矛盾：女友要分手，舍不得）
3357 → 1.12（自我性格探索困惑：情绪化，对啥不感兴趣）
3504 → 1.12（自我性格探索困惑：找不准自己位置）
6552 → 3.3（持续性自我自残行为：有自残心理，紧张颤抖）
4839 → 1.8（泛社交人际关系矛盾：心情差，男友不理）
1536 → 1.8（泛社交人际关系矛盾：分手想挽留又想忘记）
2471 → 1.15（性认知困惑：儿子偷女性内衣）
5380 → 3.4（当场实施伤害他人行为：女儿抠痣，打人，偷东西）
620 → 1.8（泛社交人际关系矛盾：和同学一起学不下去）
2643 → 1.1（学业烦恼：拖延症）
4398 → 2.4（创伤后应激障碍：夜深人静比兰花指解压，有阴影）
8089 → 2.4（创伤后应激障碍：从小被男生和父亲打，心理阴影）
1570 → 1.13（低自尊：大学失落自卑）
6317 → 2.7（强迫思维行为：妇科检查男医生，难受）
8057 → 1.3（家庭问题和矛盾：封建垄断冲突型家庭）
188 → 2.4（创伤后应激障碍：和老公12年，同174）
4065 → 1.12（自我性格探索困惑：脾气不好，担心嫁不出）
228 → 3.3（持续性自我自残行为：玩自残）
3939 → 1.7（现实综合压力情绪：人生好累好烦）
8359 → 1.12（自我性格探索困惑：人际交往，喜欢男生）
3446 → 1.9（亲密情感关系困扰：外国人表白，不知回应）
6809 → 1.9（亲密情感关系困扰：放不下背叛的女人）
1206 → 1.7（现实综合压力情绪：敏感在乎别人，紧张）
1751 → 3.4（当场实施伤害他人行为：儿子突然打人）
1409 → 1.8（泛社交人际关系矛盾：男友生气不说话）
6159 → 1.15（性认知困惑：渴望得到鱼？标1.17）
5240 → 1.8（泛社交人际关系矛盾：婚期定了却烦，反感触碰）
3424 → 2.9（其他未分型：身体住着另一个我）
1739 → 1.16（同1738）
1294 → 1.8（泛社交人际关系矛盾：老婆背跟男人吃饭）
4763 → 2.8（重度物质成瘾依赖：自慰成瘾）
7643 → 1.9（亲密情感关系困扰：越得不到越想得到）
1188 → 2.8（重度物质成瘾依赖：网上赌博输钱偷爸爸卡）
5881 → 1.9（亲密情感关系困扰：不喜男友看黄片）
7094 → 2.2（病理性焦虑：失眠焦虑恐惧症）
2355 → 2.7（强迫思维行为：浑身疼，睡不好）
4716 → 1.7（现实综合压力情绪：高三压力，必须谈恋爱减压）
6956 → 3.4（当场实施伤害他人行为：焦虑有暴力冲动，自杀念头）
550 → 2.4（创伤后应激障碍？总觉得自己必须有喜欢的人，标1.9）
1894 → 1.12（自我性格探索困惑：绿色性格过当）
129 → 1.11（恋爱分手情绪内耗：忘不掉想念）
5992 → 2.9（其他未分型：三十七精神病态）
4864 → 1.16（亲子日常相处隔阂矛盾：孩子偷东西撒谎）
8122 → 1.15（性认知困惑：喜欢女性睡裙，手淫）
6366 → 1.16（亲子日常相处隔阂矛盾：孩子性格偏激）
6734 → 2.7（强迫思维行为？les情感问题，标1.9）
3151 → 2.4（创伤后应激障碍？老婆说我不爱她，标1.3）
6583 → 1.8（泛社交人际关系矛盾：室友相处问题）
1174 → 1.13（低自尊：不想联系，自卑）
130 → 3.4（当场实施伤害他人行为？容易发火，说话伤人，无暴力，标1.7）
8349 → 2.9（其他未分型：在图书馆看着妹子自慰）
5322 → 1.9（亲密情感关系困扰：婚姻危机，没信任）
3347 → 2.7（强迫思维行为：强迫症，怀疑老公）
