idx,question_id,heuristic_label,model_label,confidence,correct_label,title,content_preview
3814,psy525_104842,1.16,2.1,0.145,,"儿子研一在读,口吃多年,不能自愈","想通过心理辅导改善口吃症状,提高自信心,改善现有的心理状况。"
5367,psy525_106562,1.7,1.8,0.144,,猜疑怀疑,因为不知道什么时候我心里有了一种猜疑和怀疑心里作用把自己的一份爱情葬送了。朋友渐渐离我而去.可是到现在我还没有忘记哪一个女孩子心里很烦躁我想挽回我爱情
45,psy525_10157,1.12,1.17,0.197,,"被人骗钱怎么办,目前比较迷茫,什么都不想做","感觉有点真实,又有点假,我已经分不清了,就是钱没了,人联系不到,以后什么都不想做了"
7910,psy525_109712,3.2,2.1,0.328,,骗自己有个哥哥。然后信以为真,我从初中给自己编了一个故事。告诉别人和自己我有一个哥哥。。2016年12月12日我又编。说我哥哥死了。我经常为了他哭。难过。。我有时候觉得我真的有一个哥哥。有时
1738,psy525_102278,1.16,1.1,0.146,,"你好,我是想问问我儿子的情况","我儿子有严重的心里问题,对生活失去信心,严重影响了他对事世的态度,劝他去看心里医生他又不去,我应该怎么办呢,求帮助"
1125,psy525_11349,2.8,1.3,0.123,,"怎么拯救一个好吃懒做,行尸走肉,啃老,酗酒不做,花言巧语,只要钱的男人","我有个40岁的堂哥,农村人离婚,读了初中,曾经当了几年村委主任,育有一女儿,老父亲曾是镇长,算是官二代吧,染上赌博瘾后妻离子散,欠下大量外债,失落自暴自弃,现在"
209,psy525_10342,1.11,1.8,0.132,,"您好!我感觉感情有时真的是折磨煎熬,但是还是舍不得放不下","老师您好!我在高一的时候在班上喜欢上了一个女孩,那时可能胆子太小,不敢怎么跟他交流,只在qq上说一些话,彼此了解的也很少,但是也不知道怎么了满脑子里都是她,想什"
6881,psy525_108587,1.13,1.17,0.188,,"我自卑不敢与人对视,喜欢说话却不敢说,每天压抑封闭","我想变正常,不想再看见人就故意不去看或者对视就闪开,"
257,psy525_10392,3.4,1.3,0.123,,少女想去东莞工作我该如何劝,朋友女。父母是退伍军人关系不和睦。经常挨打!曾有被妈妈刀架在脖子上一同赴死的经历!虚荣心严重到我感觉像是臆想症和有钱的人约会被************伤害约到没
6139,psy525_107595,1.16,1.17,0.131,,怎样教孩子正当维权,"我儿子的苹果手机坏了,拿去喊师傅修,师傅说是主板芯片坏了,花了430元修,结果修好只用了14天就又坏了,又去问师傅他说有是另外的问题了,他修不起了。"
6846,psy525_108539,1.2,1.2,0.137,,"感觉自己有好多问题,没法一句话概括","平时一人独处时喜欢到处胡思乱想,最近也是一直失眠睡不好,现在上班也没法集中精神,同事都说我又时会说些莫名其妙的话,但我并不知道哪些话是莫名其妙的,处了一个异地的"
1062,psy525_11276,3.4,2.1,0.201,,该不该和这样的男朋友走下去,"我和男朋友在2008年相识,相处一年后,他就去广州了,我们一直都在联系,而且我还去过他家两次。在11年8月份的时候,他打电话告诉我,他家里不同意我跟他在一起,和"
7680,psy525_109463,3.4,2.1,0.282,,能不能毒死,"早上好,请问四十片感冒??胶囊加上六十片精神科抑郁症药片,能不能毒死我,带我离开世上?因为我有病没人理解我,没有依靠,没有关爱,最近还逼我见面,介绍了那癞蛤蟆,"
1545,psy525_101984,2.1,2.1,0.131,,绝望的人生无可恋,"因为从小父母把孩子一个人放在家里就知道给钱或者给吃的,后来父母离异,就变得更是厌世了这种情况下能不能改变他的思想和心态?"
5735,psy525_106991,2.4,1.17,0.149,,不通过受虐无法爱上一个人怎么办,我发现我无法接受对我好的人喜欢对象虐待我的精神肉体来才能感觉快感(不是性爱中的)对象压制我和我争吵我都感觉快乐甚至会激怒他得到快乐还幻想他出轨我会开心有时候潜意
7526,psy525_109296,1.7,1.7,0.346,,心里很难受,"心里很压抑,总是会做一些后悔的事,说一些后悔的话,心里很痛苦,很压抑,特别难受,压力很大"
1242,psy525_11478,1.8,1.8,0.276,,关于人际关系,"怎么才能搞好人际关系呢?我快开学了,心里可纠结。想开学是因为学校里还有相熟的人,不想开学是因为要分班分寝室,我可烦这样,又要和别人磨合。我们寝室之前可好,可以随"
5280,psy525_106467,1.3,1.3,0.749,,我家先生把我微信拉黑了,"结婚两年,吵闹常有,这次我们闹矛盾,他居然把我拉黑了。对我一顿大骂,要离婚。然后把我拉黑了,真的很伤心他的绝情。"
144,psy525_10261,1.7,1.7,0.130,,和朋友相处的问题急!,"老师您好,最近一直情绪都很低落,出去散心也得不到缓解。以前一直觉得自己很独立,虽然身边朋友很多,关系也都不错,但是从来没有过去真心对一个朋友好,后来,我觉得我找"
1073,psy525_11288,1.11,1.17,0.135,,感情问题拿不准,"原来喜欢一个女孩,但是这个女孩花心,分分合合两年,她一直找别的人,而且很讨厌我,最近她又找我了,我该怎么办,主要问题是我想明白她的意图,而且为什么我一直放不下,"
1076,psy525_11291,1.7,1.7,0.146,,"不想结婚,不想处对象,任何人都不喜欢","不想结婚,处的对象总是能挑出毛病,受不了亲密动作,两个人在一起觉的很焦虑,对婚姻没有信心"
3715,psy525_104721,1.3,1.3,0.449,,未婚妻闹退婚,"我想挽回她,可她态度很坚决。因为这事她和她家人也吵架。真的不明原因。"
1725,psy525_102257,1.1,2.1,0.143,,求助啊啊啊,"我姐姐总是被她妈妈因为一点小事就责怪,天天在家,然后她就经常在房间里不出来,我该怎么办啊才能让她心理好受点求助专业的来。"
5323,psy525_106515,2.9,1.17,0.136,,狂躁症做多少次电休克才好,"他做了三次电休克,没有明显的好转,现在在医院隔离室病房,有个精神病女的还经常在他门口要死不活的看他,他自己做了治疗好点了,可是别人那些人一找他抽烟,瞬间就打回原"
8072,psy525_109892,2.2,2.2,0.281,,想要改掉自己懒惰而又懦弱的性格,"我很不喜欢自己的性格,一直胆小懦弱,一遇到不好的事就心跳加快,不敢去面对。而且我还有些懒惰,很多事情不愿意去做,我也知道这些毛病不好想改,可这么多年,还是在原地"
5387,psy525_106586,2.9,2.1,0.146,,怎么消除家庭关系的影响?,"我的家庭,父亲给我感觉就是不像个男人,而且说话做事和平常人不太一样,没有指导教育过我,我妈经常骂他,他也不说话,而且我也很怕我妈,我慢慢感觉到我也很像我爸,有时"
1801,psy525_102394,2.1,2.1,0.532,,不知道自己有没有病,"感觉有时正常有时不正常,也许就是多想,但实在受不了了太痛苦了,想死又不敢死,希望一个人安安静静又很痛苦,想要关心和爱但得到了后又感觉异常恐惧害怕很多很多,感觉自"
8215,psy525_110051,1.7,1.3,0.125,,",要不要复合啊好烦躁啊","最近女朋友分手了,我想复合,又不想复合"
8069,psy525_109889,1.3,2.2,0.134,,特别在乎别人的看法,我很在乎别人的看法怕这么做别人会觉得我怎么怎么样的总感觉别人对我有意见感觉一直没为自己活过连父母都一样我好想好想改变自己啊!求老师帮帮我!谢谢!
6253,psy525_107751,2.8,1.17,0.146,,"什么都不要,手机不能不要","孩子在手机上赌博,拿大头利,现在家人想挽回他,让他说出所有事,他死活不肯开口,什么都不要可以,手机不能放,现在我们是一点办法都没有"
3022,psy525_103923,1.12,1.17,0.296,,"不想上学,难过","近期特别烦心,啥也提不起兴趣来,感觉周围没有人关心,体谅我。心灰意冷"
139,psy525_10255,1.8,1.8,0.135,,感情问题需要您给予辅导,"我相处一年多的男友,他在事情上斤斤计较的人,从来都是我在经济上付出,因为我给他太多机会去改变,可是都没有,我提出分手他又不愿意,是不是我在处理感情问题有不果断的"
4504,psy525_105620,1.1,2.1,0.133,,"想有一个家的我,遇到一段不明将来的爱情该怎么办","女友大学毕业实习,在一起六年了,关系时好时坏,总在这段感情里挣扎,想放手却放不下,试着分过手,结果却不知不觉间又和好如初。我不知道这段感情该怎么办?我想安心成个"
4089,psy525_105172,2.8,1.1,0.136,,孩子网瘾不上学,"十四岁男孩,在家玩网游不上学,脾气易冲动,骂父母,不和别人沟通,不出门,怎么帮助孩子走出困境,"
2009,psy525_102677,1.2,1.2,0.256,,你到底怎么想的,"我之前有过孩子,因为太受伤,所以离开他从新找了一个,他是同事的儿子,同事知道我的事情,他儿子和我在一起不让我告诉他们,一直说时间没到,然后他的前女友伤害他把所有"
2072,psy525_102758,1.13,1.17,0.227,,很闹心想很多,"每天好像都为了一点小事会不高兴。多小的事都会让自己闹心,别人一句话一个表情只要让自己不舒服就会想很久,总爱想以前的事情。总觉得这个世界太虚伪了,可是自己又逃脱不"
1307,psy525_11548,1.2,1.2,0.136,,"我女儿24岁了,有同性恋倾向我还咋办?","我孩子从小男孩打扮,她昨天跟我说一个跟严肃的问题。她就是喜欢女孩,她本身也是女孩,她也很苦恼,我还如何跟她沟通。"
456,psy525_10606,3.1,1.8,0.138,,女友和我分手,"十天前女友跟我分手那天早晨我俩还在视频后来因为点小事拌嘴然后她提出了分手当时我还犟嘴后来她说自己累了看不见我俩的未来。我也解释好多也不管用,第二天她割腕了因为家"
3076,psy525_103983,3.5,2.1,0.147,,分手后不愿放手,"明明两个人已经结束了却仍然不愿放手、甚至不惜代价的想要和好,无法静下心来,感觉心理有点畸形,会想怎么去'报复'他什么的总是弄他生气然后自己就笑的很开心可是一点都"
7217,psy525_108961,1.11,1.3,0.134,,我该怎么办,"感情受到伤害,明知道不可能了,又放不下他,心里很痛苦,我该怎么办"
7253,psy525_108998,1.7,1.7,0.132,,"心里烦躁,自己都不知道自己怎么想的,心里很想去上课,但每次到学校就返回了,家长不理解我,我比较缺乏得",知道自己该怎么办是什么状况
6325,psy525_107855,2.7,2.7,0.307,,控制不住自己去女生宿舍偷她们的内衣内裤,怎样才能控制住自己不去偷这些东西
1268,psy525_11507,1.13,1.17,0.231,,心里感觉自卑怎么办,我是一个活泼开朗的男孩就是很多人说我丑的时候我感觉我自己都快崩溃了请问怎样才可以不让我自卑
3962,psy525_105024,2.7,1.1,0.119,,望各位老师指教,"本人现读初中。我是女生,我的同桌也是女生。但是她每天都会时不时调戏我,比如摸我的大腿和手背,还会不停地说“我爱你”,,平时还抱我。但我最近一看到她跟别的女生也在"
4691,psy525_105829,2.6,2.2,0.126,,"我是一个男生,有时候想结婚成家,但有很多时候又特别关注,别的男生,身材好,长的帅,总觉得自己身上都","我是一个男生,有时候想结婚成家,但有很多时候又特别关注,别的男生,身材好,长的帅,总觉得自己身上都是缺点,又矮又又胖,老是去看帅哥,我都怀疑自己是不是同性恋,或"
5426,psy525_106629,1.6,1.17,0.144,,因为自卑感到焦虑失眠,"本人感觉自己情商很低,不太会说话,遇到事情很不会处理,表面性格也很软弱,但内心性格又很强,有时候遇到被人欺负总想要别人来帮助自己,但现在又有谁会多管闲事呢,感觉"
6941,psy525_108655,1.1,1.1,0.391,,"学霸问我借资料,我不乐意也不想让对方不好想该怎么办?","初三了。今天来到教室后,我不知道是炫耀还是分享就把今天自己买的一本59的中考总复习拿出来对我的同桌说“铛铛铛”(语气词),对方很是惊喜的哇的一声,拿过我的资料仔"
7891,psy525_109692,2.1,2.1,0.618,,担心失恋导致抑郁复发,"爱上了一个有女朋友的人,爱得特别深。等了几个月让他分手,没分掉。期间我们相处特别好感情很深,最终因为没分掉我和他断了。我接受不了非常舍不得因为真的特别爱。失恋过"
7630,psy525_109409,1.1,1.1,0.126,,无法跟任何人住在一起,"自从大学毕业后,逐渐无法跟任何一个人(包括父母)长期生活在一个空间下,只要想到有人跟我或者实际存在于一个空间下,就会精神不振,容易暴怒,睡眠质量不好,干什么事情"
7976,psy525_109786,1.7,1.2,0.144,,结婚一年半太累了,我现在的老婆像个孩子.不能控制自己的情绪.老发脾气.不顾及别人的感受.我太累了
4638,psy525_105772,1.2,1.2,0.142,,精神衰弱家庭问题等等之类,"家庭沟通不了,导致个人性格不开朗,睡眠也不好"
3419,psy525_104379,1.9,2.2,0.119,,你好老师我今年44岁了没有结婚我为什么喜欢看女人的特殊部位我是不是真的变态啊,"我现在很迷茫,就连我最关心的我哥们的姐姐也非常讨厌我我怎么才能走出迷茫啊"
6771,psy525_108445,1.13,1.8,0.193,,突然感觉特别孤独,"您好~我总是特别敏感,很在意别人的感受和想法,我最近还突然感觉和我玩的好的最近都和我渐渐疏远了,我总是把他们的行为和语言看得特别重要。我脑子里经常回放他们的行为"
6165,psy525_107634,2.4,1.17,0.116,,待业在家没有方向过往经历阴影思维混乱,"职业规划,轻松治疗,整理思路"
4056,psy525_105129,2.8,1.2,0.163,,明确自己的心,"最近有一个追求自己的男生,各方面都对我很好,很难举例,因为太多了,在我心情不好的时候,他愿意放弃自己的上班时间,也要陪伴我,自己晕车晕的很严重,也还愿意陪我坐一"
4730,psy525_105876,2.9,2.1,0.115,,"自己不爱惜自己,自己不懂得休息,没有人去怜惜你!请老师指导下!","今天一天都在鼓捣电脑。不知道是不是上瘾了,一坐就是半天。搞的我身心疲惫,而且身体有点异常:说话语调都不稳定了!(今天有亲戚来了,正好有点不舒服,而且我辞职了。我"
6050,psy525_107470,2.2,2.1,0.402,,神经衰弱让我无比痛苦,"老师您好,我在前年4月份晚上突然出现心悸,濒死感,去医院看了医生说是惊恐障碍,由于舍不得花钱和害怕副作用没有拿昂贵的药,后来想靠自己挺过来,这一年多,基本上焦虑"
8107,psy525_109932,2.7,1.17,0.138,,"缺乏信心,容易幻想,越到应该坚持的时候却放松下来,控制不住自己的欲望,不能坚持",希望能有心理咨询师帮忙分析一下或者提供一下建议
7828,psy525_109624,2.7,1.17,0.140,,"性格懦弱,胆小,心理承受力差,容易反复纠结一件事儿","昨天在路上被一个开车注意安全人骂了脏话,明明是他不遵守规则,却大骂我一顿,当时就蒙了,之后觉得自己又笨又傻,无辜被骂,反复纠结这件事儿,影响心情觉得自己很卑微。"
56,psy525_10169,1.3,1.3,0.358,,"女朋友和我分手了,她接受了另一个男生,但她只想和我做爱","在年底吵架越来越多,一个以前对她很好也在追她的男人,她接受了"
5370,psy525_106565,2.8,1.8,0.146,,没有安全感,"跟男友在一起一个多月了,我平时都很依赖他,这段时间因为家里有事他就回去了,我感觉我看不到他就焦躁不安,但都不想吃,没有心思去做任何事情,而且也不怎么跟我聊天,我"
514,psy525_10667,2.9,2.9,0.148,,"我有精神分裂思维障碍,阴性也严重,适应不了人群生活","到人群或与人相处非常紧张难受,请问该怎么办?"
5229,psy525_106411,1.12,1.17,0.281,,不管什么事喜欢闷在心里,最近听见什么事都不感兴趣
2363,psy525_103135,2.7,2.7,0.164,,"心里想的很复杂,很可怕","前天我在写英语笔记本,心里想你写的笔记都是错的,我紧张了,我该怎么办,最后我检查了一遍,但心里又想你检查的时候拿笔,你改的几个,还是都改错了,我又紧张了,其实一"
8150,psy525_109978,1.13,1.17,0.127,,没自信孤僻症自卑,没自信孤僻自卑我考虑考虑
6559,psy525_108161,1.8,1.8,0.352,,感觉快分手我跟好朋友的聊天有关他被他看到了因为他对我不够爱他说见面有事说是确定分开了吗,想知道他的心理他是否想放弃了
4158,psy525_105246,2.7,1.17,0.188,,讨厌现在的生活,"为什么别人觉得开心的事,我就完全没兴趣呢,我讨厌自己现在的生活。即便我强迫自己努力接受生活,可是我真的感觉不到开心。未来不知道会飘向何方。"
7356,psy525_109112,2.5,2.1,0.128,,对电脑幅射恐慌,"对手机,电脑幅射恐慌焦虑!"
6915,psy525_108626,1.2,1.8,0.136,,"喜欢一个女孩,正在追,发现有情敌,心里很没安全感,又不能向她倾诉,很苦恼","正在上大一,高中三年喜欢一个女生,表白过多次被婉拒。最近现在又在追了,但我们大学不在一块。每天给她发信息,偶尔送点小礼物,帮她折腾折腾电脑什么的。她平时很忙,不"
6279,psy525_107789,1.7,1.7,0.192,,不爱说话的我,"我现在心里烦躁,什么事情都想的很多,"
760,psy525_10947,1.8,1.8,0.142,,关起自己了,我小时候说话经常被我爸打断。时间久了。就不怎么说话。长大后。我爸又生病了。他不肯治疗。我操了很多心。之后我交个女朋友。她也背叛了我。现在我就是不想出去跟人说话。
8056,psy525_109875,1.15,1.17,0.217,,对性感异性幻想,"怎样消除幻想,尽量不要影响生活"
5483,psy525_106693,2.1,1.3,0.147,,"跟老公关系不好,导致精神抑郁","帮忙指出问题所在,并提出解决方法"
1759,psy525_102331,3.4,1.17,0.149,,越来越控制不住打人的行为,"和男朋友在一起半年多了,每次玩笑的小打闹最后都会被我弄得变质,打着打着就越来越兴奋控制不住下手的轻重。我也知道是不对,但是一旦开始生气就慢慢失控,请问我要怎么做"
1309,psy525_11550,1.10,2.1,0.132,,"我女儿24了有同性恋倾向我很痛苦,求你帮帮我。谢谢","我家是单亲,孩子从小男孩子打扮,现在已经24了,她说她喜欢女孩子,非常喜欢,自己也苦恼,求你帮帮我们。"
7847,psy525_109645,1.1,1.1,0.134,,性心理问题,"男,23岁。大学期间曾观看过色情书刊、视频.导致脑子里全是电影里的画面,常常静不下心来学习,严重影响生活。人也感觉到莫名的紧张。在不受外界影响下,也经常会想起。"
596,psy525_10756,1.12,1.17,0.145,,"恋足癖,高跟鞋癖治疗方法。","从小就对高跟鞋很有兴趣,总是幻想去舔去吻,特别是穿着高跟凉鞋的足,特别想亲和sj。怎样才能纠正这种行为。"
3101,psy525_104010,1.7,1.7,0.150,,觉得自己心里有问题,"我觉得自己的有的时候思维方式可能不太对。。我知道自己的问题在哪,可是就是克制不了。。我总觉得自己不合群,在陌生人面前就紧张,?自己走在路上就觉得很尴尬。别人小声"
4413,psy525_105521,1.12,1.1,0.163,,生活迷茫找不到方向,"去年前一直在杭州那边开店,后来因为家里问题去年夏天回老家城市,回来后也开店,因为房租太贵了位置没选好半年亏了20来万!年后更是做啥都不顺,越做越没信心,越茫然!"
4345,psy525_105444,1.15,1.17,0.141,,对异性厌恶,"从初中就发现,一但和异性有心理上的接触,就会对他开始厌恶,但平常不会,只有在交心后,这是心里疾病吗"
4285,psy525_105383,2.8,1.8,0.126,,我有双重人格,我以前有精神分裂通过药物和MECT后精神分裂通过自己的克制和药物好了然后觉醒了自己的第二人格一个比较冷漠是真正的冷漠有时候对家人不如陌生人我自己知道是什么原因只
263,psy525_10398,3.4,2.2,0.139,,"社交障碍,与人沟通的时候不够自然,不自在!","我今天26岁,我其实是很喜欢与人沟通的,但就是在与人沟通的时候我感觉不够放松,总是不自在,一直处于很紧张的状态,在和男生沟通的时候,我总是不好意思,像个小女孩似"
6929,psy525_108643,3.4,2.2,0.291,,脾气很暴躁经常会有伤害别人的想法,有时候很莫名其妙就感觉脑子里什么都没有就想伤害周围的人不管认不认识那个时候感觉脑子都快炸了比如教室里有一点吵或者很莫名其妙的我就想打人有时候情绪又很激动或者很低
1433,psy525_101817,1.9,2.2,0.111,,撸管十多年对身心有害吗?,"很久很久以前还不会撸管,当时是受到校园欺凌的影响,小学的时候我是超帅的,那些小男生们不敢调戏小学生,就经常没事摸我下面,后来虽然向校领导投诉后,这些事情没有了,"
7371,psy525_109127,1.1,1.1,0.283,,太敏感容易多想,"大一入学三个月,三个舍友比较亲密。我前一阶段一直忙学生会工作,学习的时候也在图书馆。但是舍友更喜欢在宿舍里,这样造成了她们现在许多话题我参与不进去。但是她们一点"
7085,psy525_108813,3.2,2.1,0.194,,"脾气暴躁,想自杀","我是一名同性恋者,我的伴侣也是一位女性,我们一闹矛盾时都是我哄着她,我们在一起有两年多了快三年了,我之前背叛过她,出过轨,让她的心理造成了阴影,以至于每次吵架都"
2240,psy525_102982,1.1,1.17,0.132,,为儿子做咨询,我儿子说他心里不舒服不愿意帮助别人也不愿意关心别人了我想请位专业的老师帮我为他做心里疏导
1302,psy525_11542,3.3,1.3,0.121,,"小孩有暴力自残现象,如何才能纠正过来","我的儿子今年12岁了,小时候跟爷爷奶奶一起可能太宠了,跟我一起也有5年了,例如1,要个东西,又不能买到就又哭又闹或生闷气,怎么问也不坑声,还未打他就倒地自已头往"
3537,psy525_104512,1.7,1.8,0.125,,爱情自卑感,"不知道为什么,难得遇到自己喜欢心动的人,可是在他面前却总显得紧张无措,说话错漏百出,显得特别笨拙。明明想得到他的认可肯定和关注,可是表现出来的却有点适得其反。也"
7837,psy525_109634,1.16,2.1,0.142,,"小孩现在才7岁就非常好强,叛逆","希望能帮忙分析目前小孩的情况的严重程度,和接下来我们该如何来引导她让她能认识到自己的问题并且慢慢改正"
4954,psy525_106117,2.2,1.3,0.196,,"遇到事情就吵架,有时候他遇到双方父母给的难题,他选择逃避","我们俩不是一个市的,两家距离有点远,一开始是双方父母不同意,因为距离太远不知根知底的,经过两年的努力,我爸妈同意了,他说他爸妈也同意了。十月一放假和他一起去看的"
1137,psy525_11361,1.1,1.1,0.343,,自慰带来的烦恼,"因为偶然的一次百度了自慰,就看到那上面说一般人都会有自慰的现象,当时就觉得很好奇,就想试一试,但不知方法不对还是怎么的,只是觉得有一点痒的感觉,当时好奇心怂恿着"
4350,psy525_105449,1.3,1.17,0.141,,我的一些问题,"老师,我小时候就是因为做什么事没做好,然后我家人的态度以及同学老师都很严肃的样子,我每次都感觉自己有种做错的很严重的意思与感觉,我每次做错了事就感觉心里很沉重,"
702,psy525_10882,3.2,3.2,0.173,,性心里变态,性心里变态想让女王阉割自己的阴茎睾丸然后看着她将它做成菜吃掉之后还想自杀请问我该怎么样救他的命死活不听劝我该怎么办?
5376,psy525_106572,1.7,1.7,0.116,,"猜疑他,不相信他,总觉得他对我不忠诚。","刚开始在一起的时候男朋友对我是特别好,半夜起来我饿了会给我煮粥,给我弄我爱吃的,反正就是各种好,后来有一次发现他微信里跟女的聊天,内容其实也没什么,我当时看到了"
1306,psy525_11547,1.2,1.2,0.328,,男同性恋能否回归家庭,"我今年30岁,大他两岁,结婚四年,可以说是被骗的,之前只觉得他害羞而不愿跟我亲近,后来可能是实在没办法,怕我知道,所以偶尔会跟我做一次,直到结婚半年后我才发现他"
6977,psy525_108702,1.15,2.1,0.145,,同性恋倾向,"高二的女儿有同性恋倾向,孩子应该接受怎么样的治疗,家长应该怎么做?"
5909,psy525_107258,1.8,1.1,0.141,,从小对性都很感兴趣,"16岁现在高中,五年级时同学给我色情网站也教会我撸管,试过连续一天一次,夏天上楼梯偷看老师裙底,见到一点点暴露的图片就忍不住去撸管。老师怎么办救救我"
5362,psy525_106557,1.7,2.1,0.140,,"临近高考,感到孤独感但情绪化,应不应该交友","我是一个很情绪化的人,以前一直都是一个人,享受孤独。但是最近忽然觉得自己很孤单,想交友,但因高考临近,我怕交友会影响到自己的情绪,想压抑住孤独感,但是不知道应不"
1641,psy525_102124,1.15,1.17,0.120,,整天都想和别的女人做爱,"每次看见美女或者穿着性感的女人都想和她做爱,心里总想找个别的女人来一次,求助,我这是怎么了?"
5562,psy525_106792,1.17,1.17,0.353,,******测试结果,我的测试结果350分每一项都是极重。我该怎么办
4921,psy525_106082,1.15,1.17,0.234,,"有别人伤害了我,我该怎莫办?请老师指导下!","天下的事情分3种:自己的事,别人的事,老天的事!我不理解第2种事情,就是别人的事情:我遭受了歧视,嘲笑!自己心里很难受。但是,也激发了我,我也去嘲笑别人,歧视别"
8329,psy525_110170,1.8,1.17,0.121,,社交心理怎么走出来,"走不出来会怎么样,一直有固定模式吗"
7119,psy525_108852,1.15,1.17,0.134,,自慰怎么改?,"我有自慰的习惯,一周三次,怎么改呢?影响我的状态。"
3947,psy525_105008,1.2,1.2,0.147,,暗恋同事半年发觉人家有女朋友了,"暗恋同事半年,发觉人家有女朋友了,原来也可以这么难过。"
6753,psy525_108415,2.4,1.1,0.206,,"你好,想问个家庭问题","你好,老师。我现在一事无成,搞的自己处境很差。不知道是什么原因。然后我觉得是不是我小时候父母教育和影响造成我的性格,然后导致今天地步的????小时候我爸跟我妈只"
981,psy525_11186,2.9,2.1,0.140,,"怀孕了,心情不好,不说话,讨厌老公家里那个人!","外地嫁到沈阳,寂寞,脾气大,心情不好!"
3204,psy525_104138,1.16,1.2,0.142,,"发贴这几天儿子还是那样白天睡晚上上网还说要去南方以后就不回来了,",问专家我能把我仅有的钱都给他吗他是不想上班
1411,psy525_101795,1.6,1.17,0.149,,长期多梦的困扰另外想找到心底真实的想法…,"很少很少有无梦的睡眠有时候梦很清晰大多数时候模糊一片;很多时候梦都跟逃命或者被追杀有关,有时候零零散散的没办法总结自我感觉自己绝大多是时候是积极健康向上正能量的"
6706,psy525_108344,1.2,1.2,0.414,,近期工作压力大,"北漂,最近北京的政策一直变,感觉没有安全感。工作压力很大,不想工作想放弃,又不知道该做些什么别的。情绪极其容易崩溃,我猜我心理可能是出现问题了。"
7190,psy525_108931,1.7,1.7,0.135,,"想帮助儿子不要焦虑,正确认识自己,看到自己优点",帮助儿子快乐健康成长
2845,psy525_103710,2.7,2.1,0.135,,自卑强迫症,"长期被自卑困扰,敏感,易情绪化,该怎么办呢"
5771,psy525_107043,1.6,1.6,0.133,,失眠三个月,"睡觉的时候一直想自己是怎么睡着的,怎么还不睡着,什么时候才能睡着,就这样,搞的自己睡不着。求帮忙啊,失眠太痛苦了,怎样才能回到之前睡觉的时候,我感觉我都不会睡觉"
7685,psy525_109468,1.9,1.9,0.160,,咨询我儿子的婚姻问题,"儿子今年30了,不想结婚,请您帮忙。"
5643,psy525_106883,1.9,1.2,0.108,,人际交往能力太差,"老公经常说我傻,不改变,都30岁的人了,没有脾气总是自己吃亏,一个字概括就是贱活该,他要是骗子把我骗死,我该怎么办?心里感觉老公开始嫌弃我了,我自己也知道自己笨"
5070,psy525_106242,3.4,2.1,0.367,,对待孩子暴力怎么办?,"我找的上门女婿,和我妈一墙之隔,我妈特别爱唠叨,什么都管着我们,包括孩子。我从天到大,我妈总是用语言打击我,就想用语言激励我,什么难听说什么,现在对待我的孩子也"
4933,psy525_106095,1.8,1.8,0.224,,执念太人的人,"一个朋友对上段感情执念太深,很久了一直走不出来,该怎样劝导?"
6043,psy525_107460,2.9,2.2,0.106,,怀疑身边的所有人,"我哥三十来岁,成天的怀疑这怀疑那的,尤其是身边的人,不论认识不认识的,他都怀疑,尤其是在外面的时候,有人多看他一眼,他就怀疑人家对他有什么目的,什么监视他,跟踪"
1785,psy525_102372,1.16,1.3,0.142,,"丈夫近两总是在家恶骂,经常还动手。脾气很大。让人心烦。","我想知道是他精神出问题了,还是有外遇了。简直让人心烦。怎样可以改变他。本来我和女儿心情很好。他一回来会让我们心情很糟,几乎每天都要吵。"
4757,psy525_105907,1.7,1.9,0.130,,有点点小被动,"我和初恋高中认识,我倒追的他吧,但他先伸的橄榄枝,没想到我就被他的橄榄枝砸晕了。他很木讷,或者说我喜欢他的程度是他的四五倍,对他那个好啊,捧上天了,这估计也导致"
6763,psy525_108433,2.7,2.7,0.182,,情绪调节心理调节,"和我玩过一年多朋友我现在觉得她说的什么话都像是在炫耀,我也不知道为什么不想听她说感觉她一说话我就想生气,不止是一个人有几个人也是她们一说话我就想生气她们都没做什"
1434,psy525_101818,1.8,1.17,0.112,,一天撸管多次会不会有危害,"以前是一天一次的,后来网上的异性朋友多了后,就变成了一天大概两三次了,极少数时候会四五次,这样会不会对身心造成什么危害?比如以后性生活有问题,或者不能让女方怀孕"
7762,psy525_109555,1.13,2.1,0.158,,为什么总感觉自己乐观不起来,"总是没有自信,自卑,乐观不起来,总是怕被嫌弃,不敢去见想见的人,无法坚持做一件事情。总感觉自己不够优秀"
4592,psy525_105718,1.14,1.17,0.140,,心情总是不好,"最近因身体原因,心情总是不好,想抛开一切。怎么能够让我心情愉快起来。"
4976,psy525_106141,1.7,1.2,0.141,,"婚前焦虑,莫名的觉得对方做的什么都不是自己想要的,想跑。","莫名的觉得对方做的什么都不是自己想要的,想跑。"
2165,psy525_102890,1.17,1.1,0.243,,我孩子是高三复读生、他感到自己的状态有时好、受到点挫折状态又不好了。,希望怎么能调整他的心态
3209,psy525_104143,3.3,1.1,0.130,,我是怎么了,"为什么我每次没有喝酒之前是正常的,喝完就以后就像另外一个人?(以前从来没有这样过,从去年打掉过两个宝宝以后,)有自残的情况,有一次差一点把自己掐死"
